Nº;DATE;TIME;FIELD;RACE;BOX;GREY;RTG
1205;2024-11-03;02:57;warragul;R5;9;BANKRUPT;66
1206;2024-11-03;02:57;warragul;R5;10;SIN CITY MARV;74
1207;2024-11-03;03:22;warragul;R6;1;CHESTER CAMPBELL;91
1208;2024-11-03;03:22;warragul;R6;2;DARNUM FOX;86
1209;2024-11-03;03:22;warragul;R6;3;DESTINI PALADIN;94
1210;2024-11-03;03:22;warragul;R6;4;WASHINGTON BLUE;88
1211;2024-11-03;03:22;warragul;R6;5;EL CRIMP ADORE;88
1212;2024-11-03;03:22;warragul;R6;6;XOEL BALE;87
1213;2024-11-03;03:22;warragul;R6;7;AEROPLANE MODE;100
1214;2024-11-03;03:22;warragul;R6;8;CANYA EXCEED;88
1215;2024-11-03;03:22;warragul;R6;9;SPRING REGENCY;
1216;2024-11-03;03:22;warragul;R6;10;PLAYBACK;
1217;2024-11-03;03:37;warragul;R7;1;SODA APACHE;92
1218;2024-11-03;03:37;warragul;R7;2;HARTNEY;94
1219;2024-11-03;03:37;warragul;R7;3;NEED YOU NOW;85
1220;2024-11-03;03:37;warragul;R7;4;ASTRONOMICA;89
1221;2024-11-03;03:37;warragul;R7;5;PLAY THE VICTIM;91
1222;2024-11-03;03:37;warragul;R7;6;SHEEZEL;100
1223;2024-11-03;03:37;warragul;R7;7;JAG FERNANDO;79
1224;2024-11-03;03:37;warragul;R7;8;PAW LEON;91
1225;2024-11-03;03:37;warragul;R7;9;SPRING REGENCY;
1226;2024-11-03;03:37;warragul;R7;10;ACACIA ROCKET;
1227;2024-11-03;04:02;warragul;R8;1;BLUE FALCON;95
1228;2024-11-03;04:02;warragul;R8;2;WANDANA LAD;92
1229;2024-11-03;04:02;warragul;R8;3;DISHY DI;92
1230;2024-11-03;04:02;warragul;R8;4;SPRING COIN;100
1231;2024-11-03;04:02;warragul;R8;5;FILL YOUR BOOTS;97
1232;2024-11-03;04:02;warragul;R8;6;CALIMO;98
1233;2024-11-03;04:02;warragul;R8;7;SAILPLANE;91
1234;2024-11-03;04:02;warragul;R8;8;PAW REX;91
1235;2024-11-03;04:02;warragul;R8;9;PLAYBACK;
1236;2024-11-03;04:02;warragul;R8;10;BANKRUPT;
1237;2024-11-03;04:18;warragul;R9;1;LET'S WIN OLLIE;93
1238;2024-11-03;04:18;warragul;R9;2;ART THE CLOWN;85
1239;2024-11-03;04:18;warragul;R9;3;BETTER BANJO;90
1240;2024-11-03;04:18;warragul;R9;4;CELTIC BOUY;81
1241;2024-11-03;04:18;warragul;R9;5;LIGHTNING JEWEL;100
1242;2024-11-03;04:18;warragul;R9;6;BLAME SPENCER;
1243;2024-11-03;04:18;warragul;R9;7;BRING YOUR BEST;88
1244;2024-11-03;04:18;warragul;R9;8;JUNIOR'S MATE;83
1245;2024-11-03;04:36;warragul;R10;1;HOT SCOTCH;94
1246;2024-11-03;04:36;warragul;R10;2;ASTON BAHT;88
1247;2024-11-03;04:36;warragul;R10;3;XATU BALE;100
1248;2024-11-03;04:36;warragul;R10;4;OUR MABEL;82
1249;2024-11-03;04:36;warragul;R10;5;OUR YOGI;94
1250;2024-11-03;04:36;warragul;R10;6;HERE HUGO;95
1251;2024-11-03;04:36;warragul;R10;7;GALLOPING JESSIE;88
1252;2024-11-03;04:36;warragul;R10;8;BLITZ;95
1253;2024-11-03;04:36;warragul;R10;9;ROCK IT QUEEN;
1254;2024-11-03;04:36;warragul;R10;10;FLYING PIE;
1255;2024-11-03;05:01;warragul;R11;1;MISTY AMY;93
1256;2024-11-03;05:01;warragul;R11;2;FREE FALLING;96
1257;2024-11-03;05:01;warragul;R11;3;MAC AND CHEESE;97
1258;2024-11-03;05:01;warragul;R11;4;MINI MILKY;100
1259;2024-11-03;05:01;warragul;R11;5;RADEBE;96
1260;2024-11-03;05:01;warragul;R11;6;SELECT MILLS;93
1261;2024-11-03;05:01;warragul;R11;7;URANA PANDA;96
1262;2024-11-03;05:01;warragul;R11;8;ATHENIAN GODDESS;95
1263;2024-11-03;05:01;warragul;R11;9;DARNUM DESIRE;
1264;2024-11-03;05:01;warragul;R11;10;HARAJUKU LASS;
1265;2024-11-03;05:26;warragul;R12;1;URANA RHINO;99
1266;2024-11-03;05:26;warragul;R12;2;PARIS CALLING;94
1267;2024-11-03;05:26;warragul;R12;3;MIKE'S TIGER;89
1268;2024-11-03;05:26;warragul;R12;4;NO DOORS;91
1269;2024-11-03;05:26;warragul;R12;5;OLYMPIC HISTORY;84
1270;2024-11-03;05:26;warragul;R12;6;SPICY PIPER;89
1271;2024-11-03;05:26;warragul;R12;7;ROSS STREET PETE;100
1272;2024-11-03;05:26;warragul;R12;8;BLACK PISTOL;88
1273;2024-11-03;05:26;warragul;R12;9;GALLOPING SUZIE;
1274;2024-11-03;05:26;warragul;R12;10;FIRE FEATHER;
